Year,Region Code,Region,BNF Chemical Substance Code,BNF Chemical Substance,BNF Product Code,BNF Product,Items,Total number of unique identified patients,Patient Identified (Y/N),Patient Age Band (Years old),Gender,Net Ingredient Cost (£)
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AW,Semaglutide,0601023AWBB,Ozempic,"8,562","7,149",Y,50-59,Male,"806,629.00"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AW,Semaglutide,0601023AWBB,Ozempic,"15,194","12,471",Y,60+,Female,"1,402,664.25"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AW,Semaglutide,0601023AWBB,Ozempic,"18,033","15,000",Y,60+,Male,"1,665,338.75"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AW,Semaglutide,0601023AWBD,Wegovy,1,0,N,60+,Not Known (not recorded),175.8
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AW,Semaglutide,0601023AWBD,Wegovy,12,10,Y,18-29,Female,"1,999.77"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AW,Semaglutide,0601023AWBD,Wegovy,4,3,Y,18-29,Male,600.65
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AW,Semaglutide,0601023AWBD,Wegovy,41,34,Y,30-39,Female,"3,926.24"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AW,Semaglutide,0601023AWBD,Wegovy,20,17,Y,30-39,Male,"5,361.91"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AW,Semaglutide,0601023AWBD,Wegovy,53,42,Y,40-49,Female,"5,933.31"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AW,Semaglutide,0601023AWBD,Wegovy,31,25,Y,40-49,Male,"3,237.66"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AW,Semaglutide,0601023AWBD,Wegovy,131,108,Y,50-59,Female,"14,510.93"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AW,Semaglutide,0601023AWBD,Wegovy,83,72,Y,50-59,Male,"9,376.03"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AW,Semaglutide,0601023AWBD,Wegovy,131,114,Y,60+,Female,"17,836.61"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AW,Semaglutide,0601023AWBD,Wegovy,116,101,Y,60+,Male,"23,637.90"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AZ,Tirzepatide,0601023AZAA,Tirzepatide,2,0,N,18-29,Not Known (not recorded),214
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AZ,Tirzepatide,0601023AZAA,Tirzepatide,2,0,N,30-39,Not Known (not recorded),184
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AZ,Tirzepatide,0601023AZAA,Tirzepatide,4,0,N,40-49,Not Known (not recorded),644
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AZ,Tirzepatide,0601023AZAA,Tirzepatide,14,0,N,50-59,Not Known (not recorded),"1,303.00"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AZ,Tirzepatide,0601023AZAA,Tirzepatide,32,0,N,60+,Not Known (not recorded),"3,571.00"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AZ,Tirzepatide,0601023AZAA,Tirzepatide,131,114,Y,18-29,Female,"17,866.00"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AZ,Tirzepatide,0601023AZAA,Tirzepatide,66,55,Y,18-29,Male,"6,449.00"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AZ,Tirzepatide,0601023AZAA,Tirzepatide,658,561,Y,30-39,Female,"76,465.00"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AZ,Tirzepatide,0601023AZAA,Tirzepatide,236,200,Y,30-39,Male,"29,093.00"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AZ,Tirzepatide,0601023AZAA,Tirzepatide,"1,216","1,005",Y,40-49,Female,"139,478.00"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AZ,Tirzepatide,0601023AZAA,Tirzepatide,810,667,Y,40-49,Male,"94,875.00"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AZ,Tirzepatide,0601023AZAA,Tirzepatide,"2,291","1,885",Y,50-59,Female,"259,499.00"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AZ,Tirzepatide,0601023AZAA,Tirzepatide,"1,811","1,493",Y,50-59,Male,"210,758.00"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AZ,Tirzepatide,0601023AZAA,Tirzepatide,"2,788","2,295",Y,60+,Female,"316,859.00"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AZ,Tirzepatide,0601023AZAA,Tirzepatide,"3,015","2,515",Y,60+,Male,"344,928.00"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AZ,Tirzepatide,0601023AZBB,Mounjaro,10,0,N,30-39,Not Known (not recorded),920
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AZ,Tirzepatide,0601023AZBB,Mounjaro,20,0,N,40-49,Not Known (not recorded),"2,176.00"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AZ,Tirzepatide,0601023AZBB,Mounjaro,34,0,N,50-59,Not Known (not recorded),"3,845.00"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AZ,Tirzepatide,0601023AZBB,Mounjaro,64,0,N,60+,Not Known (not recorded),"7,771.00"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AZ,Tirzepatide,0601023AZBB,Mounjaro,365,307,Y,18-29,Female,"40,042.00"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AZ,Tirzepatide,0601023AZBB,Mounjaro,137,120,Y,18-29,Male,"14,318.00"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AZ,Tirzepatide,0601023AZBB,Mounjaro,"1,593","1,329",Y,30-39,Female,"168,645.00"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AZ,Tirzepatide,0601023AZBB,Mounjaro,789,650,Y,30-39,Male,"83,848.00"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AZ,Tirzepatide,0601023AZBB,Mounjaro,"4,073","3,306",Y,40-49,Female,"439,586.00"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AZ,Tirzepatide,0601023AZBB,Mounjaro,"2,355","1,942",Y,40-49,Male,"255,162.00"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AZ,Tirzepatide,0601023AZBB,Mounjaro,"7,239","5,940",Y,50-59,Female,"763,866.00"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AZ,Tirzepatide,0601023AZBB,Mounjaro,"5,928","4,905",Y,50-59,Male,"623,461.00"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AZ,Tirzepatide,0601023AZBB,Mounjaro,"10,108","8,338",Y,60+,Female,"1,057,806.00"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023AZ,Tirzepatide,0601023AZBB,Mounjaro,"11,140","9,146",Y,60+,Male,"1,150,736.00"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023Y0,Exenatide,0601023Y0AA,Exenatide,3,0,N,50-59,Not Known (not recorded),237.14
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023Y0,Exenatide,0601023Y0AA,Exenatide,4,0,N,60+,Not Known (not recorded),400.92
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023Y0,Exenatide,0601023Y0AA,Exenatide,27,22,Y,30-39,Female,"2,006.31"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023Y0,Exenatide,0601023Y0AA,Exenatide,12,9,Y,30-39,Male,880.32
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023Y0,Exenatide,0601023Y0AA,Exenatide,50,46,Y,40-49,Female,"3,998.97"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023Y0,Exenatide,0601023Y0AA,Exenatide,45,40,Y,40-49,Male,"3,463.27"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023Y0,Exenatide,0601023Y0AA,Exenatide,200,169,Y,50-59,Female,"16,766.15"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023Y0,Exenatide,0601023Y0AA,Exenatide,146,121,Y,50-59,Male,"13,641.83"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023Y0,Exenatide,0601023Y0AA,Exenatide,619,542,Y,60+,Female,"56,865.84"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023Y0,Exenatide,0601023Y0AA,Exenatide,819,719,Y,60+,Male,"71,395.37"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023Y0,Exenatide,0601023Y0BB,Byetta,4,0,N,60+,Not Known (not recorded),327.56
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023Y0,Exenatide,0601023Y0BB,Byetta,1,1,Y,40-49,Female,327.56
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023Y0,Exenatide,0601023Y0BB,Byetta,30,25,Y,50-59,Female,"2,702.37"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023Y0,Exenatide,0601023Y0BB,Byetta,23,18,Y,50-59,Male,"1,883.47"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023Y0,Exenatide,0601023Y0BB,Byetta,113,93,Y,60+,Female,"10,400.03"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023Y0,Exenatide,0601023Y0BB,Byetta,131,113,Y,60+,Male,"11,546.49"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023Y0,Exenatide,0601023Y0BC,Bydureon,2,0,N,40-49,Not Known (not recorded),146.72
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023Y0,Exenatide,0601023Y0BC,Bydureon,6,0,N,50-59,Not Known (not recorded),513.52
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023Y0,Exenatide,0601023Y0BC,Bydureon,25,0,N,60+,Not Known (not recorded),"1,613.92"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023Y0,Exenatide,0601023Y0BC,Bydureon,10,10,Y,18-29,Female,733.6
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023Y0,Exenatide,0601023Y0BC,Bydureon,21,20,Y,30-39,Female,"1,907.36"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023Y0,Exenatide,0601023Y0BC,Bydureon,36,34,Y,30-39,Male,"2,787.68"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023Y0,Exenatide,0601023Y0BC,Bydureon,122,99,Y,40-49,Female,"9,096.64"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023Y0,Exenatide,0601023Y0BC,Bydureon,129,117,Y,40-49,Male,"10,123.68"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023Y0,Exenatide,0601023Y0BC,Bydureon,420,373,Y,50-59,Female,"31,489.78"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023Y0,Exenatide,0601023Y0BC,Bydureon,521,453,Y,50-59,Male,"40,109.58"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023Y0,Exenatide,0601023Y0BC,Bydureon,"1,303","1,091",Y,60+,Female,"96,486.74"
Dec 23 - Nov 24,Y61,EAST OF ENGLAND,0601023Y0,Exenatide,0601023Y0BC,Bydureon,"1,607","1,399",Y,60+,Male,"122,822.38"
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AB,Liraglutide,0601023ABAA,Liraglutide,2,0,N,60+,Not Known (not recorded),235.44
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AB,Liraglutide,0601023ABAA,Liraglutide,23,20,Y,18-29,Female,"3,335.40"
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AB,Liraglutide,0601023ABAA,Liraglutide,11,10,Y,18-29,Male,627.84
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AB,Liraglutide,0601023ABAA,Liraglutide,44,40,Y,30-39,Female,"5,140.44"
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AB,Liraglutide,0601023ABAA,Liraglutide,23,21,Y,30-39,Male,"2,079.72"
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AB,Liraglutide,0601023ABAA,Liraglutide,116,103,Y,40-49,Female,"13,302.36"
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AB,Liraglutide,0601023ABAA,Liraglutide,113,97,Y,40-49,Male,"13,184.64"
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AB,Liraglutide,0601023ABAA,Liraglutide,299,261,Y,50-59,Female,"32,098.32"
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AB,Liraglutide,0601023ABAA,Liraglutide,305,263,Y,50-59,Male,"31,823.64"
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AB,Liraglutide,0601023ABAA,Liraglutide,875,755,Y,60+,Female,"97,275.96"
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AB,Liraglutide,0601023ABAA,Liraglutide,922,793,Y,60+,Male,"104,142.96"
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AB,Liraglutide,0601023ABBB,Victoza,1,0,N,30-39,Not Known (not recorded),78.48
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AB,Liraglutide,0601023ABBB,Victoza,1,0,N,60+,Not Known (not recorded),39.24
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AB,Liraglutide,0601023ABBB,Victoza,38,30,Y,18-29,Female,"2,825.28"
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AB,Liraglutide,0601023ABBB,Victoza,17,17,Y,18-29,Male,"1,883.52"
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AB,Liraglutide,0601023ABBB,Victoza,63,53,Y,30-39,Female,"6,592.32"
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AB,Liraglutide,0601023ABBB,Victoza,32,28,Y,30-39,Male,"4,159.44"
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AB,Liraglutide,0601023ABBB,Victoza,190,169,Y,40-49,Female,"20,365.56"
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AB,Liraglutide,0601023ABBB,Victoza,150,128,Y,40-49,Male,"16,127.64"
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AB,Liraglutide,0601023ABBB,Victoza,417,356,Y,50-59,Female,"42,653.88"
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AB,Liraglutide,0601023ABBB,Victoza,328,293,Y,50-59,Male,"36,767.88"
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AB,Liraglutide,0601023ABBB,Victoza,945,817,Y,60+,Female,"106,536.60"
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AB,Liraglutide,0601023ABBB,Victoza,881,762,Y,60+,Male,"97,943.04"
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AB,Liraglutide,0601023ABBC,Saxenda,3,2,Y,18-29,Female,353.16
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AB,Liraglutide,0601023ABBC,Saxenda,7,5,Y,18-29,Male,824.04
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AB,Liraglutide,0601023ABBC,Saxenda,20,16,Y,30-39,Female,"2,629.08"
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AB,Liraglutide,0601023ABBC,Saxenda,11,11,Y,40-49,Female,"1,648.08"
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AB,Liraglutide,0601023ABBC,Saxenda,13,11,Y,40-49,Male,"2,825.28"
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AB,Liraglutide,0601023ABBC,Saxenda,32,24,Y,50-59,Female,"4,512.60"
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AB,Liraglutide,0601023ABBC,Saxenda,14,14,Y,50-59,Male,"1,530.36"
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AB,Liraglutide,0601023ABBC,Saxenda,34,31,Y,60+,Female,"4,080.96"
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AB,Liraglutide,0601023ABBC,Saxenda,16,13,Y,60+,Male,"2,079.72"
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AI,Lixisenatide,0601023AIAA,Lixisenatide,1,1,Y,18-29,Female,57.93
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AI,Lixisenatide,0601023AIAA,Lixisenatide,3,3,Y,30-39,Female,173.79
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AI,Lixisenatide,0601023AIAA,Lixisenatide,2,2,Y,40-49,Female,115.86
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AI,Lixisenatide,0601023AIAA,Lixisenatide,9,9,Y,50-59,Female,637.23
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AI,Lixisenatide,0601023AIAA,Lixisenatide,34,33,Y,50-59,Male,"2,201.34"
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AI,Lixisenatide,0601023AIAA,Lixisenatide,50,46,Y,60+,Female,"3,070.31"
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AI,Lixisenatide,0601023AIAA,Lixisenatide,51,47,Y,60+,Male,"3,475.80"
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AI,Lixisenatide,0601023AIBB,Lyxumia,1,1,Y,40-49,Female,57.93
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AI,Lixisenatide,0601023AIBB,Lyxumia,12,9,Y,40-49,Male,"1,680.02"
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AI,Lixisenatide,0601023AIBB,Lyxumia,3,3,Y,50-59,Male,173.79
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AI,Lixisenatide,0601023AIBB,Lyxumia,4,2,Y,60+,Female,231.72
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AI,Lixisenatide,0601023AIBB,Lyxumia,30,28,Y,60+,Male,"2,056.55"
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,1,0,N,30-39,Not Known (not recorded),73.25
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,21,0,N,40-49,Not Known (not recorded),"1,538.25"
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,42,0,N,50-59,Not Known (not recorded),"3,076.50"
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,139,0,N,60+,Not Known (not recorded),"10,273.31"
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,85,66,Y,18-29,Female,"6,922.13"
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,37,31,Y,18-29,Male,"2,856.75"
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,467,393,Y,30-39,Female,"36,002.37"
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,288,228,Y,30-39,Male,"21,535.44"
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,"1,676","1,395",Y,40-49,Female,"127,894.61"
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,"1,243","1,061",Y,40-49,Male,"96,781.58"
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,"3,980","3,257",Y,50-59,Female,"305,543.99"
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,"4,012","3,326",Y,50-59,Male,"313,509.94"
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,"8,416","6,963",Y,60+,Female,"647,932.43"
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AQ,Dulaglutide,0601023AQAA,Dulaglutide,"9,500","7,850",Y,60+,Male,"729,862.41"
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,1,0,N,30-39,Not Known (not recorded),73.25
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,3,0,N,40-49,Not Known (not recorded),219.75
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,15,0,N,50-59,Not Known (not recorded),"1,043.81"
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,34,0,N,60+,Not Known (not recorded),"2,508.81"
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,285,233,Y,18-29,Female,"22,194.75"
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,93,81,Y,18-29,Male,"7,471.50"
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,"1,292","1,081",Y,30-39,Female,"95,499.70"
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,841,698,Y,30-39,Male,"64,533.26"
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,"4,684","3,792",Y,40-49,Female,"356,361.00"
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,"3,235","2,721",Y,40-49,Male,"249,617.56"
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,"11,373","9,257",Y,50-59,Female,"879,952.09"
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,"10,246","8,532",Y,50-59,Male,"806,995.23"
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,"23,073","18,980",Y,60+,Female,"1,820,409.17"
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AQ,Dulaglutide,0601023AQBB,Trulicity,"24,237","20,253",Y,60+,Male,"1,950,592.79"
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AU,Ins degludec/liraglutide,0601023AUAA,Ins degludec/liraglutide,12,9,Y,30-39,Female,"1,910.64"
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AU,Ins degludec/liraglutide,0601023AUAA,Ins degludec/liraglutide,11,10,Y,50-59,Female,"1,050.83"
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AU,Ins degludec/liraglutide,0601023AUAA,Ins degludec/liraglutide,8,7,Y,50-59,Male,"1,273.76"
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AU,Ins degludec/liraglutide,0601023AUAA,Ins degludec/liraglutide,42,36,Y,60+,Female,"5,031.30"
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AU,Ins degludec/liraglutide,0601023AUAA,Ins degludec/liraglutide,26,25,Y,60+,Male,"6,336.78"
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AU,Ins degludec/liraglutide,0601023AUBB,Xultophy,10,8,Y,18-29,Female,955.3
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AU,Ins degludec/liraglutide,0601023AUBB,Xultophy,1,1,Y,30-39,Female,95.53
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AU,Ins degludec/liraglutide,0601023AUBB,Xultophy,27,24,Y,30-39,Male,"2,579.31"
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AU,Ins degludec/liraglutide,0601023AUBB,Xultophy,65,60,Y,40-49,Female,"8,406.57"
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AU,Ins degludec/liraglutide,0601023AUBB,Xultophy,43,38,Y,40-49,Male,"7,960.86"
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AU,Ins degludec/liraglutide,0601023AUBB,Xultophy,191,136,Y,50-59,Female,"22,322.33"
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AU,Ins degludec/liraglutide,0601023AUBB,Xultophy,98,87,Y,50-59,Male,"14,393.33"
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AU,Ins degludec/liraglutide,0601023AUBB,Xultophy,308,260,Y,60+,Female,"40,059.03"
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AU,Ins degludec/liraglutide,0601023AUBB,Xultophy,292,252,Y,60+,Male,"39,039.96"
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AW,Semaglutide,0601023AWAA,Semaglutide,1,0,N,30-39,Not Known (not recorded),498.12
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AW,Semaglutide,0601023AWAA,Semaglutide,7,0,N,40-49,Not Known (not recorded),586
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AW,Semaglutide,0601023AWAA,Semaglutide,11,0,N,50-59,Not Known (not recorded),805.75
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AW,Semaglutide,0601023AWAA,Semaglutide,27,0,N,60+,Not Known (not recorded),"2,637.00"
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AW,Semaglutide,0601023AWAA,Semaglutide,250,205,Y,18-29,Female,"25,227.31"
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AW,Semaglutide,0601023AWAA,Semaglutide,207,162,Y,18-29,Male,"18,752.00"
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AW,Semaglutide,0601023AWAA,Semaglutide,"1,353","1,141",Y,30-39,Female,"131,908.63"
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AW,Semaglutide,0601023AWAA,Semaglutide,685,558,Y,30-39,Male,"65,068.00"
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AW,Semaglutide,0601023AWAA,Semaglutide,"3,215","2,621",Y,40-49,Female,"320,857.08"
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AW,Semaglutide,0601023AWAA,Semaglutide,"2,287","1,885",Y,40-49,Male,"228,085.91"
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AW,Semaglutide,0601023AWAA,Semaglutide,"6,733","5,524",Y,50-59,Female,"653,302.32"
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AW,Semaglutide,0601023AWAA,Semaglutide,"5,578","4,719",Y,50-59,Male,"530,967.50"
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AW,Semaglutide,0601023AWAA,Semaglutide,"9,680","7,999",Y,60+,Female,"896,001.51"
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AW,Semaglutide,0601023AWAA,Semaglutide,"11,353","9,596",Y,60+,Male,"1,068,322.06"
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AW,Semaglutide,0601023AWBB,Ozempic,3,0,N,30-39,Not Known (not recorded),439.5
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AW,Semaglutide,0601023AWBB,Ozempic,7,0,N,40-49,Not Known (not recorded),"1,098.75"
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AW,Semaglutide,0601023AWBB,Ozempic,10,0,N,50-59,Not Known (not recorded),"1,465.00"
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AW,Semaglutide,0601023AWBB,Ozempic,19,0,N,60+,Not Known (not recorded),"2,710.25"
Dec 23 - Nov 24,Y62,NORTH WEST,0601023AW,Semaglutide,0601023AWBB,Ozempic,357,288,Y,18-29,Female,"33,695.00"
